,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
38774,6,retired,single,university.degree,no,no,no,cellular,nov,thu,88,2,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38775,2,admin.,single,university.degree,no,no,no,cellular,nov,thu,134,2,Contacted,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38776,3,admin.,married,university.degree,no,no,no,cellular,nov,thu,126,1,Contacted,4,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38777,6,retired,married,basic.education,no,yes,no,cellular,nov,thu,99,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38778,5,self-employed,single,basic.education,no,yes,no,cellular,nov,thu,104,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38779,4,unemployed,married,professional.course,no,yes,no,telephone,nov,thu,226,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38780,3,admin.,single,university.degree,no,yes,no,cellular,nov,thu,89,1,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38781,3,admin.,single,university.degree,no,no,no,cellular,nov,thu,169,1,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38782,3,admin.,single,university.degree,no,no,no,cellular,nov,thu,135,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38783,7,retired,divorced,basic.education,no,yes,no,cellular,nov,thu,463,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38784,5,blue-collar,divorced,basic.education,no,no,no,cellular,nov,thu,150,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38785,5,blue-collar,divorced,basic.education,no,no,no,cellular,nov,thu,134,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38786,3,self-employed,married,university.degree,no,yes,no,cellular,nov,thu,247,1,Contacted,3,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38787,5,blue-collar,single,basic.education,no,no,no,cellular,nov,thu,771,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38788,6,housemaid,married,basic.education,no,yes,no,cellular,nov,thu,443,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38789,2,student,single,professional.course,no,yes,no,telephone,nov,thu,124,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38790,5,blue-collar,single,basic.education,no,yes,no,cellular,nov,thu,191,3,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38791,6,retired,married,basic.education,no,yes,yes,telephone,nov,thu,1127,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38792,2,admin.,single,university.degree,no,yes,no,cellular,nov,thu,189,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38794,3,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38795,4,unemployed,married,professional.course,no,yes,yes,cellular,nov,thu,366,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38796,3,self-employed,married,university.degree,no,no,no,cellular,nov,thu,707,2,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38797,6,unemployed,married,basic.education,no,no,no,cellular,nov,thu,627,2,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38798,6,housemaid,married,university.degree,no,yes,no,cellular,nov,thu,237,1,Contacted,3,success,-3.4,92.649,-30.1,0.714,5017.5,no
38799,3,admin.,married,university.degree,no,no,no,telephone,nov,thu,411,4,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38800,2,admin.,single,high.school,no,yes,no,cellular,nov,fri,176,2,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38801,2,admin.,single,university.degree,no,no,no,cellular,nov,fri,350,5,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38802,2,admin.,married,high.school,no,yes,no,cellular,nov,fri,338,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38803,5,technician,married,professional.course,no,no,no,cellular,nov,fri,202,5,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38804,2,student,single,university.degree,no,no,no,cellular,nov,fri,181,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38805,2,blue-collar,single,high.school,no,yes,no,telephone,nov,fri,208,2,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38806,2,admin.,single,university.degree,no,no,no,cellular,nov,fri,122,1,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38807,3,admin.,single,university.degree,no,yes,no,telephone,nov,fri,2184,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38808,3,admin.,single,university.degree,no,yes,no,telephone,nov,fri,135,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38809,5,admin.,single,university.degree,no,yes,yes,telephone,nov,fri,212,3,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38812,2,student,single,university.degree,no,yes,no,cellular,nov,fri,180,3,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38813,6,retired,married,university.degree,no,no,no,cellular,nov,fri,226,1,Contacted,3,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38814,4,technician,single,university.degree,no,no,yes,cellular,nov,fri,122,5,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38816,3,admin.,single,high.school,no,no,no,cellular,nov,fri,122,4,Not Contacted,3,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38817,2,technician,married,university.degree,no,yes,no,cellular,nov,fri,210,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38818,2,blue-collar,single,high.school,no,no,no,telephone,nov,fri,201,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38819,5,technician,married,professional.course,no,yes,no,cellular,nov,fri,495,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38820,5,technician,married,professional.course,no,yes,no,cellular,nov,fri,632,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38821,5,technician,married,professional.course,no,yes,no,cellular,nov,fri,259,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38822,2,admin.,single,university.degree,no,yes,no,cellular,nov,fri,264,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38823,3,management,single,university.degree,no,yes,no,cellular,nov,fri,239,2,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38826,3,admin.,single,high.school,no,no,no,telephone,nov,fri,53,3,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38827,3,services,married,high.school,no,no,no,telephone,nov,fri,271,2,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38829,5,technician,married,professional.course,no,yes,no,telephone,nov,fri,332,2,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38830,5,blue-collar,married,basic.education,no,no,no,cellular,nov,fri,227,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38831,7,retired,divorced,basic.education,no,yes,no,cellular,nov,fri,182,2,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38832,1,student,single,high.school,no,no,no,cellular,nov,fri,256,2,Contacted,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38833,4,technician,single,university.degree,no,yes,no,cellular,nov,mon,139,2,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38835,4,technician,single,university.degree,no,no,no,cellular,nov,mon,141,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38836,2,student,single,high.school,no,yes,no,cellular,nov,mon,61,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38837,4,technician,single,university.degree,no,yes,no,cellular,nov,mon,95,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,no
38838,4,technician,single,university.degree,no,no,no,cellular,nov,mon,130,1,Contacted,2,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38839,2,admin.,single,university.degree,no,no,yes,cellular,nov,mon,295,1,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38840,6,retired,married,basic.education,no,yes,no,cellular,nov,mon,301,1,Contacted,3,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38841,3,admin.,married,high.school,no,no,no,cellular,nov,mon,1011,1,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,no
38842,5,admin.,married,university.degree,no,yes,no,cellular,nov,mon,124,5,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38843,6,retired,married,high.school,no,no,no,cellular,nov,mon,146,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38844,6,retired,married,basic.education,no,no,no,telephone,nov,mon,167,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38845,5,admin.,married,university.degree,no,yes,no,cellular,nov,mon,183,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38847,5,admin.,married,university.degree,no,no,no,cellular,nov,mon,176,1,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,no
38848,5,management,married,university.degree,no,yes,no,cellular,nov,mon,124,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38849,3,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,163,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38850,3,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,84,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38851,3,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,843,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38852,3,self-employed,single,university.degree,no,yes,no,cellular,nov,mon,365,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38854,2,admin.,single,university.degree,no,yes,no,telephone,nov,mon,107,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38856,2,admin.,married,high.school,no,yes,no,cellular,nov,mon,432,5,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38857,3,management,married,university.degree,no,yes,yes,cellular,nov,mon,244,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38858,3,admin.,married,high.school,no,yes,no,cellular,nov,mon,136,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38859,4,self-employed,married,high.school,no,no,no,cellular,nov,mon,137,3,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38860,5,services,married,basic.education,no,yes,yes,cellular,nov,mon,175,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38862,3,blue-collar,single,high.school,no,no,no,cellular,nov,mon,250,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38863,3,management,married,university.degree,no,no,no,telephone,nov,mon,986,1,Contacted,3,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38864,3,technician,married,university.degree,no,no,no,telephone,nov,mon,57,4,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38866,6,retired,married,basic.education,no,yes,no,cellular,nov,mon,175,1,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38867,6,retired,married,high.school,no,yes,no,cellular,nov,mon,79,4,Not Contacted,2,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38868,3,technician,married,professional.course,no,yes,no,cellular,nov,mon,93,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38869,3,blue-collar,single,high.school,no,no,no,cellular,nov,mon,94,1,Not Contacted,2,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38873,4,management,married,university.degree,no,yes,no,cellular,nov,mon,104,3,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38874,4,technician,married,professional.course,no,yes,no,cellular,nov,mon,69,5,Contacted,2,success,-3.4,92.649,-30.1,0.714,5017.5,no
38875,3,technician,married,university.degree,no,yes,no,cellular,nov,mon,77,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38876,7,retired,married,high.school,no,no,no,cellular,nov,mon,257,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38877,2,admin.,married,high.school,no,no,no,cellular,nov,mon,116,1,Contacted,2,failure,-3.4,92.649,-30.1,0.714,5017.5,no
38878,7,retired,divorced,basic.education,no,yes,no,cellular,nov,mon,445,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38879,3,management,married,university.degree,no,no,no,cellular,nov,mon,75,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38880,7,retired,married,university.degree,no,no,no,cellular,nov,mon,111,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38881,4,technician,single,university.degree,no,no,no,cellular,nov,mon,105,2,Contacted,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
38882,4,technician,single,university.degree,no,no,no,cellular,nov,mon,984,5,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,yes
38883,5,blue-collar,married,basic.education,no,yes,no,cellular,nov,mon,202,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,no
38884,6,retired,married,high.school,no,no,no,cellular,nov,mon,1248,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
38885,3,self-employed,single,university.degree,no,no,yes,telephone,nov,tue,85,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38886,4,management,married,basic.education,no,yes,no,cellular,nov,tue,709,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38887,3,admin.,single,university.degree,no,yes,no,cellular,nov,tue,168,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
38888,3,blue-collar,married,basic.education,no,yes,no,cellular,nov,tue,320,1,Not Contacted,2,failure,-3.4,92.649,-30.1,0.715,5017.5,no
38889,3,management,married,university.degree,no,yes,no,cellular,nov,tue,209,1,Not Contacted,2,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
38890,4,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,140,3,Not Contacted,1,failure,-3.4,92.649,-30.1,0.715,5017.5,no
38891,6,retired,married,basic.education,no,yes,no,cellular,nov,tue,408,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,no
38892,7,retired,divorced,basic.education,no,yes,no,cellular,nov,tue,134,2,Contacted,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
38893,4,management,married,university.degree,no,yes,yes,cellular,nov,tue,747,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38894,5,admin.,married,university.degree,no,yes,no,cellular,nov,tue,409,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38895,4,admin.,married,university.degree,no,yes,no,telephone,nov,tue,135,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38896,3,housemaid,single,basic.education,no,yes,no,cellular,nov,tue,393,4,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38897,4,admin.,married,university.degree,no,yes,no,cellular,nov,tue,255,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38898,2,admin.,single,university.degree,no,yes,no,cellular,nov,tue,309,3,Contacted,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
38899,6,retired,single,basic.education,no,yes,no,cellular,nov,tue,525,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
38900,4,unemployed,divorced,basic.education,no,no,no,cellular,nov,tue,108,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38901,7,retired,divorced,basic.education,no,no,no,cellular,nov,tue,242,1,Contacted,3,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38902,3,management,married,university.degree,no,no,no,cellular,nov,tue,107,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38903,3,management,married,university.degree,no,no,no,cellular,nov,tue,56,1,Contacted,2,success,-3.4,92.649,-30.1,0.716,5017.5,no
38904,3,management,married,university.degree,no,no,no,cellular,nov,tue,190,3,Contacted,3,failure,-3.4,92.649,-30.1,0.716,5017.5,no
38905,3,admin.,divorced,high.school,no,no,no,cellular,nov,tue,492,2,Contacted,3,success,-3.4,92.649,-30.1,0.716,5017.5,no
38906,3,admin.,single,university.degree,no,yes,no,cellular,nov,tue,187,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38907,6,retired,married,basic.education,no,no,yes,cellular,nov,tue,141,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38908,3,admin.,single,university.degree,no,no,no,cellular,nov,tue,166,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38909,7,retired,divorced,basic.education,no,yes,yes,cellular,nov,tue,112,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38910,5,management,married,university.degree,no,yes,no,cellular,nov,tue,283,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38911,2,management,single,professional.course,no,yes,no,cellular,nov,tue,325,1,Contacted,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38912,5,retired,married,university.degree,no,yes,no,cellular,nov,wed,968,2,Contacted,3,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38915,5,retired,married,basic.education,no,yes,no,cellular,nov,wed,295,1,Contacted,2,success,-3.4,92.649,-30.1,0.716,5017.5,no
38917,2,admin.,single,university.degree,no,yes,no,cellular,nov,wed,84,1,Contacted,3,failure,-3.4,92.649,-30.1,0.716,5017.5,no
38918,5,self-employed,married,university.degree,no,no,no,cellular,nov,wed,106,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38919,5,self-employed,married,university.degree,no,no,no,cellular,nov,wed,1092,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38920,3,admin.,single,high.school,no,no,no,cellular,nov,wed,421,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38921,7,retired,married,basic.education,no,no,no,cellular,nov,wed,134,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.716,5017.5,no
38923,3,technician,single,university.degree,no,no,no,cellular,nov,wed,372,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
38924,7,retired,married,professional.course,no,yes,no,cellular,nov,wed,103,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38925,2,student,single,professional.course,no,no,no,telephone,nov,wed,250,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38926,5,management,married,university.degree,no,yes,no,cellular,nov,wed,99,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.716,5017.5,no
38927,5,admin.,married,university.degree,no,no,no,cellular,nov,wed,182,1,Contacted,2,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38928,6,retired,married,basic.education,no,yes,no,cellular,nov,wed,234,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
38929,5,retired,married,basic.education,no,yes,no,cellular,nov,wed,487,1,Not Contacted,2,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
38930,5,retired,married,university.degree,no,no,no,cellular,nov,wed,232,1,Contacted,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38931,4,management,divorced,university.degree,no,yes,no,cellular,nov,wed,208,1,Contacted,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38932,2,admin.,single,university.degree,no,yes,no,cellular,nov,wed,170,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38933,5,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,87,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
38934,5,housemaid,divorced,basic.education,no,yes,no,cellular,nov,wed,414,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
38935,2,technician,single,professional.course,no,yes,no,cellular,nov,wed,296,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes
38936,7,retired,divorced,basic.education,no,yes,no,cellular,nov,wed,237,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.716,5017.5,no
38937,2,technician,single,university.degree,no,no,yes,cellular,nov,wed,342,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
38938,2,technician,single,professional.course,no,yes,no,cellular,nov,wed,238,2,Contacted,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
38939,2,technician,single,professional.course,no,yes,no,cellular,nov,wed,541,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
38940,6,admin.,divorced,university.degree,no,no,no,cellular,nov,fri,142,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,no
38941,3,management,single,university.degree,no,yes,yes,cellular,nov,fri,92,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.718,5017.5,no
38942,7,retired,married,professional.course,no,no,no,cellular,nov,fri,319,2,Not Contacted,1,failure,-3.4,92.649,-30.1,0.718,5017.5,yes
38944,7,retired,divorced,basic.education,no,no,no,cellular,nov,fri,90,2,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,no
38945,6,retired,married,basic.education,no,no,no,telephone,nov,fri,341,4,Not Contacted,1,failure,-3.4,92.649,-30.1,0.718,5017.5,no
38946,7,retired,married,university.degree,no,no,no,cellular,nov,fri,160,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,yes
38947,3,blue-collar,married,basic.education,no,yes,no,cellular,nov,fri,65,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.718,5017.5,no
38948,3,admin.,married,university.degree,no,yes,no,cellular,nov,mon,110,3,Contacted,1,success,-3.4,92.649,-30.1,0.719,5017.5,no
38949,4,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,1628,2,Contacted,1,success,-3.4,92.649,-30.1,0.719,5017.5,yes
38950,3,admin.,married,university.degree,no,no,yes,telephone,nov,mon,337,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
38951,3,admin.,married,university.degree,no,yes,no,cellular,nov,mon,210,3,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
38952,6,blue-collar,married,basic.education,no,yes,no,cellular,nov,mon,152,1,Contacted,1,success,-3.4,92.649,-30.1,0.719,5017.5,no
38953,7,housemaid,divorced,basic.education,no,yes,no,cellular,nov,mon,151,6,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
38954,6,blue-collar,married,basic.education,no,no,no,cellular,nov,mon,123,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
38955,6,blue-collar,married,basic.education,no,yes,yes,cellular,nov,mon,152,1,Not Contacted,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
38956,3,blue-collar,married,basic.education,no,yes,no,cellular,nov,mon,107,1,Not Contacted,2,failure,-3.4,92.649,-30.1,0.719,5017.5,no
38957,6,blue-collar,married,basic.education,no,yes,yes,cellular,nov,mon,113,1,Not Contacted,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
38959,3,technician,married,university.degree,no,yes,yes,cellular,dec,wed,310,1,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,yes
38960,7,retired,married,university.degree,no,yes,no,cellular,dec,wed,258,1,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,no
38961,5,unemployed,married,high.school,no,yes,no,cellular,dec,wed,346,1,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,yes
38962,3,technician,married,university.degree,no,no,no,cellular,dec,wed,415,1,Not Contacted,2,failure,-3.0,92.713,-33.0,0.721,5023.5,yes
38963,4,blue-collar,married,basic.education,no,yes,no,cellular,dec,wed,187,2,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.721,5023.5,no
38964,3,technician,married,university.degree,no,yes,no,cellular,dec,thu,244,2,Contacted,1,success,-3.0,92.713,-33.0,0.72,5023.5,yes
38965,5,technician,married,high.school,no,yes,no,cellular,dec,thu,284,1,Not Contacted,1,failure,-3.0,92.713,-33.0,0.72,5023.5,yes
38967,7,retired,married,high.school,no,no,no,cellular,dec,thu,155,1,Contacted,3,success,-3.0,92.713,-33.0,0.72,5023.5,yes
38968,7,retired,married,high.school,no,yes,no,cellular,dec,thu,96,1,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,no
38969,6,admin.,married,university.degree,no,no,yes,cellular,dec,thu,1804,3,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,no
38970,6,retired,married,high.school,no,no,no,cellular,dec,thu,472,1,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,yes
38971,6,management,divorced,university.degree,no,no,yes,cellular,dec,thu,421,1,Not Contacted,1,failure,-3.0,92.713,-33.0,0.72,5023.5,no
38972,4,blue-collar,married,professional.course,no,no,no,telephone,dec,thu,237,1,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,no
38973,5,admin.,married,university.degree,no,no,no,cellular,dec,thu,110,1,Contacted,1,success,-3.0,92.713,-33.0,0.72,5023.5,no
38975,5,admin.,single,high.school,no,yes,no,telephone,dec,fri,705,2,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,yes
38976,6,retired,married,university.degree,no,no,no,cellular,dec,fri,439,3,Contacted,2,success,-3.0,92.713,-33.0,0.718,5023.5,yes
38977,2,student,single,university.degree,no,yes,no,cellular,dec,fri,127,2,Contacted,2,success,-3.0,92.713,-33.0,0.718,5023.5,no
38978,4,management,married,university.degree,no,yes,no,cellular,dec,fri,377,5,Not Contacted,1,failure,-3.0,92.713,-33.0,0.718,5023.5,no
38979,2,admin.,single,university.degree,no,no,no,cellular,dec,fri,78,2,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,no
38980,6,retired,married,university.degree,no,yes,no,cellular,dec,fri,55,2,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,no
38982,2,admin.,single,university.degree,no,no,no,cellular,dec,fri,1139,2,Contacted,1,success,-3.0,92.713,-33.0,0.718,5023.5,no
38983,5,admin.,married,high.school,no,no,no,cellular,dec,fri,254,2,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,no
38984,7,retired,divorced,basic.education,no,no,yes,cellular,dec,fri,720,5,Not Contacted,1,failure,-3.0,92.713,-33.0,0.718,5023.5,no
38985,4,admin.,married,university.degree,no,no,no,cellular,dec,mon,85,2,Not Contacted,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,no
